
0 +0.000000000000000000 +105.747474747474740298 
1 +0.244897959183673464 +102.845232017541164282 
2 +0.489795918367346927 +99.952625156587785682 
3 +0.734693877551020336 +97.076067932913289837 
4 +0.979591836734693855 +94.221974114816376300 
5 +1.224489795918367374 +91.396757470595744621 
6 +1.469387755102040893 +88.606831768550094353 
7 +1.714285714285714413 +85.858610776978110835 
8 +1.959183673469387932 +83.158508264178522040 
9 +2.204081632653061451 +80.512937998449984889 
10 +2.448979591836734748 +77.928313748091227353 
11 +2.693877551020408045 +75.411049281400920563 
12 +2.938775510204081343 +72.967558366677792492 
13 +3.183673469387754640 +70.604254772220514269 
14 +3.428571428571427937 +68.327552266327799657 
15 +3.673469387755101234 +66.143864617298333997 
16 +3.918367346938774531 +64.059605593430802628 
17 +4.163265306122448273 +62.081188963023940630 
18 +4.408163265306122014 +60.215028494376419133 
19 +4.653061224489795755 +58.467537955786937687 
20 +4.897959183673469497 +56.845131115554195844 
21 +5.142857142857143238 +55.354221741976878945 
22 +5.387755102040816979 +54.001223603353707858 
23 +5.632653061224490720 +52.792550467983375029 
24 +5.877551020408164462 +51.734616104164551587 
25 +6.122448979591838203 +50.833834280195965505 
26 +6.367346938775511944 +50.096618764376295019 
27 +6.612244897959185685 +49.529383325004260996 
28 +6.857142857142859427 +49.138541730378520356 
29 +7.102040816326533168 +48.930507748797801071 
30 +7.346938775510206909 +48.911695148560802693 
31 +7.591836734693880651 +49.088517697966210562 
32 +7.836734693877554392 +49.467389165312717125 
33 +8.081632653061227245 +50.054723318899029039 
34 +8.326530612244900098 +50.856933927023838748 
35 +8.571428571428572951 +51.880434757985845806 
36 +8.816326530612245804 +53.131639580083749763 
37 +9.061224489795918657 +54.616962161616228855 
38 +9.306122448979591510 +56.342816270882011054 
39 +9.551020408163264364 +58.315615676179767490 
40 +9.795918367346937217 +60.541774145808197716 
41 +10.040816326530610070 +63.027705448066029703 
42 +10.285714285714282923 +65.779823351251906161 
43 +10.530612244897955776 +68.804541623664590588 
44 +10.775510204081628629 +72.108274033602711484 
45 +11.020408163265301482 +75.697434349365011030 
46 +11.265306122448974335 +79.578436339250188780 
47 +11.510204081632647188 +83.757693771556915863 
48 +11.755102040816320041 +88.241620414583891829 
49 +11.999999999999992895 +93.036630036629816232 
