
0 +0.000000000000000000 +3975851331.071519851684570312 
1 +0.244897959183673464 +3974874830.661069393157958984 
2 +0.489795918367346927 +3973898450.166583061218261719 
3 +0.734693877551020336 +3972922189.588070392608642578 
4 +0.979591836734693855 +3971946048.925538539886474609 
5 +1.224489795918367374 +3970970028.178996086120605469 
6 +1.469387755102040893 +3969994127.348452091217041016 
7 +1.714285714285714413 +3969018346.433913707733154297 
8 +1.959183673469387932 +3968042685.435390472412109375 
9 +2.204081632653061451 +3967067144.352890014648437500 
10 +2.448979591836734748 +3966091723.186420917510986328 
11 +2.693877551020408045 +3965116421.935991764068603516 
12 +2.938775510204081343 +3964141240.601610183715820312 
13 +3.183673469387754640 +3963166179.183284759521484375 
14 +3.428571428571427937 +3962191237.681024551391601562 
15 +3.673469387755101234 +3961216416.094836711883544922 
16 +3.918367346938774531 +3960241714.424730777740478516 
17 +4.163265306122448273 +3959267132.670713901519775391 
18 +4.408163265306122014 +3958292670.832795143127441406 
19 +4.653061224489795755 +3957318328.910983085632324219 
20 +4.897959183673469497 +3956344106.905284881591796875 
21 +5.142857142857143238 +3955370004.815710067749023438 
22 +5.387755102040816979 +3954396022.642266750335693359 
23 +5.632653061224490720 +3953422160.384962558746337891 
24 +5.877551020408164462 +3952448418.043806552886962891 
25 +6.122448979591838203 +3951474795.618806838989257812 
26 +6.367346938775511944 +3950501293.109971523284912109 
27 +6.612244897959185685 +3949527910.517309188842773438 
28 +6.857142857142859427 +3948554647.840827941894531250 
29 +7.102040816326533168 +3947581505.080535888671875000 
30 +7.346938775510206909 +3946608482.236442089080810547 
31 +7.591836734693880651 +3945635579.308554649353027344 
32 +7.836734693877554392 +3944662796.296881198883056641 
33 +8.081632653061227245 +3943690133.201430797576904297 
34 +8.326530612244900098 +3942717590.022211074829101562 
35 +8.571428571428572951 +3941745166.759231090545654297 
36 +8.816326530612245804 +3940772863.412498950958251953 
37 +9.061224489795918657 +3939800679.982022762298583984 
38 +9.306122448979591510 +3938828616.467810630798339844 
39 +9.551020408163264364 +3937856672.869871139526367188 
40 +9.795918367346937217 +3936884849.188212871551513672 
41 +10.040816326530610070 +3935913145.422843933105468750 
42 +10.285714285714282923 +3934941561.573771953582763672 
43 +10.530612244897955776 +3933970097.641006469726562500 
44 +10.775510204081628629 +3932998753.624554634094238281 
45 +11.020408163265301482 +3932027529.524425506591796875 
46 +11.265306122448974335 +3931056425.340627193450927734 
47 +11.510204081632647188 +3930085441.073167800903320312 
48 +11.755102040816320041 +3929114576.722055912017822266 
49 +11.999999999999992895 +3928143832.287299633026123047 
